order_id_vtex,transaction_id_ga4,date,item_id,sku,nome_produto_vtex,categoria,marca,quantidade,receita_produto,frete,receita_total,forma_pagamento,status_pedido,cupom_aplicado
ORD-20250206-00064,T-20250206-00064,2025-02-06,1119,SKU-CLI-00120,Ventilador de Coluna LG Smart 40cm,Climatização,LG,1,2897.91,0.0,2897.91,debit_card,faturado,
ORD-20250212-00004,T-20250212-00004,2025-02-12,1271,SKU-CLI-00272,Ventilador de Coluna LG Art Cool 50cm Preto 220V,Climatização,LG,1,1910.17,89.7,1999.87,credit_card,faturado,
ORD-20250115-00008,T-20250115-00008,2025-01-15,1092,SKU-CLI-00093,Desumidificador LG Dual Inverter Voice 12L/dia,Climatização,LG,1,3056.46,19.55,3076.01,credit_card,faturado,
ORD-20250104-00077,T-20250104-00077,2025-01-04,3844,SKU-ESP-00445,Esteira Elétrica Gallant Pro até 14km/h Prata,Esporte e Lazer,Gallant,1,1268.73,70.64,1339.37,boleto,faturado,
ORD-20250214-00192,T-20250214-00192,2025-02-14,4899,SKU-UTD-00200,"Fritadeira Air Fryer Britânia Turbo 3,2L Grafite",Utilidades Domésticas,Britânia,1,479.98,0.0,479.98,boleto,faturado,
ORD-20250214-00175,T-20250214-00175,2025-02-14,4626,SKU-MOV-00527,Escrivaninha Patrimar Gold Simples Grafite,Móveis,Patrimar,1,1943.93,0.0,1943.93,credit_card,faturado,
ORD-20250205-00122,T-20250205-00122,2025-02-05,3096,SKU-TVA-00297,"Smart TV LG Smart 40"" Full HD Inox","TV, Áudio e Vídeo",LG,1,5686.27,0.0,5686.27,credit_card,faturado,
ORD-20250105-00057,T-20250105-00057,2025-01-05,1972,SKU-ELE-00173,Aspirador de Pó Brastemp Frost Free Vertical sem Fio Cinza,Eletrodomésticos,Brastemp,2,5075.77,0.0,5075.77,credit_card,cancelado,
ORD-20250210-00345,T-20250210-00345,2025-02-10,4532,SKU-MOV-00433,Escrivaninha Bertolini Estilo com Gavetas Branco,Móveis,Bertolini,1,1463.32,0.0,1463.32,credit_card,faturado,
ORD-20250210-00036,T-20250210-00036,2025-02-10,1356,SKU-CLI-00357,Ar Condicionado Portátil Samsung WindFree 14000 BTUs Prata,Climatização,Samsung,2,6266.68,0.0,6266.68,pix,faturado,
ORD-20250119-00103,T-20250119-00103,2025-01-19,5740,SKU-FER-00141,Furadeira de Impacto DeWalt FlexVolt 650W Inox 220V,Ferramentas,DeWalt,3,1216.32,3.84,1220.16,debit_card,faturado,
ORD-20250117-00018,T-20250117-00018,2025-01-17,1312,SKU-CLI-00313,Cortina de Ar Samsung Evolution 90cm Inox,Climatização,Samsung,1,3148.18,10.29,3158.47,credit_card,faturado,
ORD-20250129-00056,T-20250129-00056,2025-01-29,1680,SKU-CLI-00681,Purificador de Ar Consul Bem Estar até 30m² Inox,Climatização,Consul,1,1721.52,0.0,1721.52,boleto,faturado,
ORD-20250220-00116,T-20250220-00116,2025-02-20,2139,SKU-ELE-00340,Freezer Horizontal Electrolux Eco Turbo 414L Inox,Eletrodomésticos,Electrolux,1,1536.73,50.72,1587.45,credit_card,faturado,
ORD-20250105-00135,T-20250105-00135,2025-01-05,4268,SKU-MOV-00169,Estante Linea Brasil Adonai Modular,Móveis,Linea Brasil,2,580.74,28.14,608.88,credit_card,devolvido,
ORD-20250227-00216,T-20250227-00216,2025-02-27,2460,SKU-ELE-00661,Fogão Samsung Crystal 6 Bocas,Eletrodomésticos,Samsung,1,1157.7,0.0,1157.7,credit_card,faturado,
ORD-20250127-00175,T-20250127-00175,2025-01-27,1217,SKU-CLI-00218,Purificador de Ar LG Dual Inverter até 30m² Cinza,Climatização,LG,1,3239.34,0.0,3239.34,credit_card,faturado,
ORD-20250227-00337,T-20250227-00337,2025-02-27,4941,SKU-UTD-00242,Cafeteira Philco PH800 Espresso Automática,Utilidades Domésticas,Philco,3,810.74,62.66,873.4,credit_card,entregue,
ORD-20250227-00031,T-20250227-00031,2025-02-27,1037,SKU-CLI-00038,Ar Condicionado Split LG ThinQ 12000 BTUs Quente/Frio Cinza,Climatização,LG,1,4124.65,0.0,4124.65,pix,faturado,
ORD-20250206-00125,T-20250206-00125,2025-02-06,2429,SKU-ELE-00630,Forno Elétrico Samsung Crystal 60L Prata,Eletrodomésticos,Samsung,1,2614.06,0.0,2614.06,pix,entregue,
ORD-20250109-00272,T-20250109-00272,2025-01-09,4005,SKU-ESP-00606,Piscina Inflável Kikos FIT 2000L,Esporte e Lazer,Kikos,1,877.82,0.0,877.82,credit_card,faturado,
ORD-20250221-00172,T-20250221-00172,2025-02-21,5479,SKU-ILU-00280,Spot de Embutir Bronzearte Clean LED 5W Grafite,Iluminação,Bronzearte,1,369.83,79.6,449.43,pix,faturado,
ORD-20250118-00012,T-20250118-00012,2025-01-18,1487,SKU-CLI-00488,Aquecedor Elétrico Midea All Easy Mica 1200W Prata,Climatização,Midea,1,3040.05,0.0,3040.05,debit_card,faturado,
ORD-20250110-00033,T-20250110-00033,2025-01-10,1168,SKU-CLI-00169,Desumidificador LG ThinQ 12L/dia Grafite,Climatização,LG,1,3863.07,0.0,3863.07,pix,entregue,
ORD-20250101-00013,T-20250101-00013,2025-01-01,1096,SKU-CLI-00097,Aquecedor Elétrico LG Smart Mica 1200W Preto,Climatização,LG,1,2297.17,0.0,2297.17,credit_card,cancelado,
ORD-20250222-X0825,,2025-02-22,4750,SKU-UTD-00051,"Fritadeira Air Fryer Mondial Power 3,2L Cinza",Utilidades Domésticas,Mondial,1,64.53,40.48,105.01,pix,cancelado,
ORD-20250216-00105,T-20250216-00105,2025-02-16,5226,SKU-ILU-00027,Luminária de Piso Taschibra LED LED Moderna Branco,Iluminação,Taschibra,1,125.15,77.26,202.41,boleto,faturado,
ORD-20250105-00095,T-20250105-00095,2025-01-05,3582,SKU-ESP-00183,Esteira Elétrica Gallant Pro até 16km/h Dobrável Branco,Esporte e Lazer,Gallant,1,183.61,79.9,263.51,pix,faturado,
ORD-20250130-00154,T-20250130-00154,2025-01-30,1758,SKU-CLI-00759,Desumidificador Electrolux Premium Care 30L/dia,Climatização,Electrolux,2,2901.11,0.0,2901.11,boleto,devolvido,SIM
ORD-20250218-00136,T-20250218-00136,2025-02-18,2034,SKU-ELE-00235,Aspirador de Pó Electrolux Eco Turbo 1200W Branco,Eletrodomésticos,Electrolux,1,1206.27,87.72,1293.99,pix,faturado,
ORD-20250223-X0005,,2025-02-23,1479,SKU-CLI-00480,Ventilador de Torre Midea All Easy 40cm Inox,Climatização,Midea,1,2956.67,0.0,2956.67,credit_card,devolvido,
ORD-20250205-00124,T-20250205-00124,2025-02-05,3278,SKU-TVA-00479,"Smart TV TCL C645 32"" HD Preto","TV, Áudio e Vídeo",TCL,3,4901.26,45.07,4946.33,boleto,faturado,
ORD-20250109-00001,T-20250109-00001,2025-01-09,1029,SKU-CLI-00030,Climatizador de Ar LG NeoChef 10L Inox,Climatização,LG,1,2369.27,0.0,2369.27,credit_card,faturado,
ORD-20250226-00010,T-20250226-00010,2025-02-26,1254,SKU-CLI-00255,Desumidificador LG Smart 12L/dia,Climatização,LG,1,1938.5,0.0,1938.5,credit_card,faturado,
ORD-20250110-00185,T-20250110-00185,2025-01-10,2724,SKU-ELE-00925,Forno Elétrico Mondial Premium 44L Prata,Eletrodomésticos,Mondial,2,549.09,0.0,549.09,pix,faturado,
ORD-20250106-00117,T-20250106-00117,2025-01-06,2898,SKU-TVA-00099,"Smart TV Philco Smart 55"" 4K Cinza","TV, Áudio e Vídeo",Philco,1,608.22,0.0,608.22,pix,faturado,
ORD-20250127-00215,T-20250127-00215,2025-01-27,2741,SKU-ELE-00942,Forno Elétrico Mondial Max 60L,Eletrodomésticos,Mondial,1,158.02,81.53,239.55,credit_card,entregue,
ORD-20250129-00218,T-20250129-00218,2025-01-29,1269,SKU-CLI-00270,Purificador de Ar LG NeoChef até 30m² Grafite 220V,Climatização,LG,1,3142.58,0.0,3142.58,credit_card,faturado,
ORD-20250206-00097,T-20250206-00097,2025-02-06,2214,SKU-ELE-00415,Freezer Vertical Consul Multi Ar 300L Preto,Eletrodomésticos,Consul,1,573.05,28.69,601.74,credit_card,faturado,
ORD-20250205-X0423,,2025-02-05,4377,SKU-MOV-00278,Guarda-Roupa Casatema Veneza 6 Portas com Espelho Branco,Móveis,Casatema,1,585.1,0.0,585.1,pix,devolvido,
ORD-20250121-00078,T-20250121-00078,2025-01-21,1331,SKU-CLI-00332,Ar Condicionado Portátil Samsung WindFree 14000 BTUs Cinza,Climatização,Samsung,1,4895.3,0.0,4895.3,pix,devolvido,
ORD-20250208-00079,T-20250208-00079,2025-02-08,3372,SKU-TVA-00573,Projetor Philips Walita Full HD 3500 Lumens Preto,"TV, Áudio e Vídeo",Philips,1,605.36,25.18,630.54,pix,faturado,
ORD-20250224-00008,T-20250224-00008,2025-02-24,1508,SKU-CLI-00509,Purificador de Ar Elgin Eco Inverter até 50m² Grafite,Climatização,Elgin,1,1809.09,0.0,1809.09,credit_card,faturado,
ORD-20250222-00080,T-20250222-00080,2025-02-22,1337,SKU-CLI-00338,Purificador de Ar Samsung Crystal até 30m² Preto,Climatização,Samsung,1,3532.46,0.0,3532.46,credit_card,faturado,
ORD-20250208-00015,T-20250208-00015,2025-02-08,1080,SKU-CLI-00081,Aquecedor Elétrico LG Dual Inverter Mica 1200W Grafite 220V,Climatização,LG,1,1860.86,0.0,1860.86,credit_card,faturado,
ORD-20250107-00252,T-20250107-00252,2025-01-07,3552,SKU-ESP-00153,Kit Halteres Gallant Elite 40kg com Barra Preto,Esporte e Lazer,Gallant,1,282.59,76.71,359.3,pix,faturado,
ORD-20250117-00160,T-20250117-00160,2025-01-17,4796,SKU-UTD-00097,Grill Elétrico Mondial Power 1500W Cinza,Utilidades Domésticas,Mondial,1,207.57,75.41,282.98,credit_card,faturado,
ORD-20250119-X0631,,2025-01-19,5079,SKU-UTD-00380,Fritadeira Air Fryer Electrolux Pure i9 4L,Utilidades Domésticas,Electrolux,1,641.73,0.0,641.73,boleto,cancelado,SIM
ORD-20250218-00014,T-20250218-00014,2025-02-18,1262,SKU-CLI-00263,Aquecedor Elétrico LG Art Cool 1500W Preto,Climatização,LG,1,3209.53,18.78,3228.31,pix,faturado,SIM
ORD-20250216-00100,T-20250216-00100,2025-02-16,4968,SKU-UTD-00269,Processador de Alimentos Philco Hit 1000W Multiprocessador,Utilidades Domésticas,Philco,2,898.1,0.0,898.1,credit_card,faturado,
ORD-20250202-00071,T-20250202-00071,2025-02-02,3807,SKU-ESP-00408,Piscina Inflável Gallant Elite 5000L Estrutural Inox,Esporte e Lazer,Gallant,1,233.13,67.13,300.26,pix,faturado,
ORD-20250213-00026,T-20250213-00026,2025-02-13,1724,SKU-CLI-00725,Ventilador de Coluna Springer Air Plus 50cm,Climatização,Springer,1,1444.21,0.0,1444.21,pix,faturado,
ORD-20250121-00181,T-20250121-00181,2025-01-21,3049,SKU-TVA-00250,Fone de Ouvido Samsung Bespoke Bluetooth In-Ear Grafite,"TV, Áudio e Vídeo",Samsung,1,5756.81,0.0,5756.81,boleto,faturado,
ORD-20250209-X0188,,2025-02-09,2887,SKU-TVA-00088,"Smart TV Philco Hit 85"" 4K Inox","TV, Áudio e Vídeo",Philco,1,928.06,0.0,928.06,credit_card,faturado,
ORD-20250128-00101,T-20250128-00101,2025-01-28,1223,SKU-CLI-00224,Climatizador de Ar LG Dual Inverter 15L Cinza,Climatização,LG,1,3588.23,0.0,3588.23,credit_card,faturado,
ORD-20250114-00230,T-20250114-00230,2025-01-14,3629,SKU-ESP-00230,Kit Halteres Gallant Elite 40kg com Barra Preto 110V,Esporte e Lazer,Gallant,1,327.28,0.0,327.28,credit_card,faturado,
ORD-20250213-00061,T-20250213-00061,2025-02-13,1195,SKU-CLI-00196,Ar Condicionado Split LG Smart 24000 BTUs Frio Prata,Climatização,LG,1,2402.74,0.0,2402.74,credit_card,faturado,
ORD-20250131-00259,T-20250131-00259,2025-01-31,4181,SKU-MOV-00082,Sofá Madesa Monaco 3 Lugares Cinza,Móveis,Madesa,1,1300.42,0.0,1300.42,pix,faturado,
ORD-20250203-00160,T-20250203-00160,2025-02-03,4412,SKU-MOV-00313,Cadeira de Escritório Artely Duna Giratória com Braço,Móveis,Artely,1,225.9,80.25,306.15,pix,faturado,
ORD-20250121-00079,T-20250121-00079,2025-01-21,1246,SKU-CLI-00247,Ar Condicionado Split LG Dual Inverter Voice 9000 BTUs Frio Cinza 110V,Climatização,LG,1,2356.97,0.0,2356.97,credit_card,faturado,
ORD-20250127-00189,T-20250127-00189,2025-01-27,2252,SKU-ELE-00453,Micro-ondas Consul Bem Estar 30L Inox,Eletrodomésticos,Consul,1,1457.95,0.0,1457.95,debit_card,devolvido,
ORD-20250103-00042,T-20250103-00042,2025-01-03,1560,SKU-CLI-00561,Cortina de Ar Elgin Hi-Wall 150cm Preto,Climatização,Elgin,1,1631.55,39.9,1671.45,credit_card,entregue,
ORD-20250213-00166,T-20250213-00166,2025-02-13,3232,SKU-TVA-00433,Caixa de Som Bluetooth AOC Roku TV 100W Party Cinza,"TV, Áudio e Vídeo",AOC,1,767.24,0.0,767.24,boleto,faturado,
ORD-20250127-00257,T-20250127-00257,2025-01-27,3769,SKU-ESP-00370,Banco de Supino Gallant Force Inclinado Inox,Esporte e Lazer,Gallant,1,687.47,0.0,687.47,boleto,faturado,
ORD-20250111-00030,T-20250111-00030,2025-01-11,1041,SKU-CLI-00042,Cortina de Ar LG ThinQ 120cm Inox,Climatização,LG,1,2296.75,0.0,2296.75,credit_card,faturado,
ORD-20250225-00288,T-20250225-00288,2025-02-25,2750,SKU-ELE-00951,Micro-ondas Arno Optimix 34L Grafite,Eletrodomésticos,Arno,1,510.33,0.0,510.33,credit_card,faturado,
ORD-20250208-00114,T-20250208-00114,2025-02-08,4204,SKU-MOV-00105,Cadeira de Escritório Madesa Dakota Giratória com Braço Prata,Móveis,Madesa,1,287.51,47.64,335.15,credit_card,faturado,
ORD-20250225-00049,T-20250225-00049,2025-02-25,1193,SKU-CLI-00194,Desumidificador LG Art Cool 20L/dia Branco 110V,Climatização,LG,1,2988.84,0.0,2988.84,credit_card,faturado,SIM
ORD-20250130-00220,T-20250130-00220,2025-01-30,1615,SKU-CLI-00616,Climatizador de Ar Philco PH800 7L Cinza,Climatização,Philco,1,1796.01,7.96,1803.97,pix,faturado,
ORD-20250117-00038,T-20250117-00038,2025-01-17,1041,SKU-CLI-00042,Cortina de Ar LG ThinQ 120cm Inox,Climatização,LG,1,2122.17,0.0,2122.17,boleto,faturado,
ORD-20250213-X0137,,2025-02-13,1352,SKU-CLI-00353,Ar Condicionado Portátil Samsung WindFree 12000 BTUs Branco,Climatização,Samsung,1,2987.99,0.0,2987.99,boleto,faturado,SIM
ORD-20250113-00052,T-20250113-00052,2025-01-13,2209,SKU-ELE-00410,Fogão Consul Maxi Ar 6 Bocas Branco,Eletrodomésticos,Consul,1,2006.39,0.0,2006.39,pix,faturado,
ORD-20250211-00324,T-20250211-00324,2025-02-11,3147,SKU-TVA-00348,Caixa de Som Bluetooth LG NeoChef 20W Branco,"TV, Áudio e Vídeo",LG,2,7945.31,0.0,7945.31,boleto,faturado,
ORD-20250130-00399,T-20250130-00399,2025-01-30,5573,SKU-ILU-00374,Poste Solar Osram SubstiTUBE Jardim 100cm Inox,Iluminação,Osram,1,37.66,52.37,90.03,credit_card,faturado,
ORD-20250228-X1152,,2025-02-28,2491,SKU-ELE-00692,Geladeira Samsung Crystal Frost Free 375L Cinza,Eletrodomésticos,Samsung,1,2661.27,0.0,2661.27,boleto,faturado,
ORD-20250129-00058,T-20250129-00058,2025-01-29,1284,SKU-CLI-00285,Aquecedor Elétrico Samsung Evolution 1500W,Climatização,Samsung,1,5255.41,0.0,5255.41,credit_card,faturado,
ORD-20250218-X0352,,2025-02-18,4684,SKU-MOV-00585,Escrivaninha Germai Viena Gamer em L,Móveis,Germai,1,2689.66,0.0,2689.66,pix,cancelado,
ORD-20250103-00098,T-20250103-00098,2025-01-03,2624,SKU-ELE-00825,Máquina de Lavar Philco Eco Inverter 11kg,Eletrodomésticos,Philco,1,968.6,0.0,968.6,credit_card,faturado,
ORD-20250127-00228,T-20250127-00228,2025-01-27,3300,SKU-TVA-00501,Projetor JBL Live HD 3000 Lumens Prata,"TV, Áudio e Vídeo",JBL,1,1594.01,0.0,1594.01,pix,faturado,
ORD-20250124-00059,T-20250124-00059,2025-01-24,1638,SKU-CLI-00639,Ventilador de Torre Philco Smart 50cm Grafite,Climatização,Philco,1,1695.72,41.66,1737.38,credit_card,faturado,
ORD-20250101-X0321,,2025-01-01,3231,SKU-TVA-00432,"Smart TV AOC Smart 40"" Full HD Prata","TV, Áudio e Vídeo",AOC,1,1149.71,0.0,1149.71,pix,faturado,
ORD-20250202-X0357,,2025-02-02,3168,SKU-TVA-00369,"Smart TV LG Art Cool 65"" 4K","TV, Áudio e Vídeo",LG,1,5616.95,0.0,5616.95,boleto,cancelado,SIM
ORD-20250213-00249,T-20250213-00249,2025-02-13,5950,SKU-FER-00351,Serra Tico-Tico Black+Decker Matrix 500W Inox,Ferramentas,Black+Decker,2,912.31,0.0,912.31,boleto,faturado,
ORD-20250116-00201,T-20250116-00201,2025-01-16,4658,SKU-MOV-00559,Escrivaninha Patrimar Master Simples Prata,Móveis,Patrimar,1,2875.43,0.0,2875.43,pix,faturado,
ORD-20250116-00122,T-20250116-00122,2025-01-16,2140,SKU-ELE-00341,Lava-Louças Consul Multi Ar 14 Serviços Inox,Eletrodomésticos,Consul,1,1969.46,24.93,1994.39,pix,faturado,
ORD-20250102-00172,T-20250102-00172,2025-01-02,3558,SKU-ESP-00159,Saco de Pancada Gallant Combat 80cm Prata,Esporte e Lazer,Gallant,1,546.87,0.0,546.87,credit_card,faturado,
ORD-20250123-00108,T-20250123-00108,2025-01-23,1436,SKU-CLI-00437,Purificador de Ar Midea Springer HEPA até 40m² Grafite,Climatização,Midea,1,3020.17,0.0,3020.17,credit_card,faturado,
ORD-20250111-00128,T-20250111-00128,2025-01-11,3084,SKU-TVA-00285,Soundbar LG NeoChef 180W Branco,"TV, Áudio e Vídeo",LG,2,10524.4,20.58,10544.98,pix,cancelado,
ORD-20250228-00272,T-20250228-00272,2025-02-28,4506,SKU-MOV-00407,Cadeira de Escritório Caemmun Elegance Gamer Reclinável,Móveis,Caemmun,1,1130.74,0.0,1130.74,credit_card,faturado,
ORD-20250121-00207,T-20250121-00207,2025-01-21,4558,SKU-MOV-00459,Mesa de Jantar Bertolini Origens 6 Cadeiras Cinza,Móveis,Bertolini,1,2437.35,0.0,2437.35,credit_card,faturado,
ORD-20250228-00027,T-20250228-00027,2025-02-28,1091,SKU-CLI-00092,Ventilador de Torre LG NeoChef 40cm,Climatização,LG,1,2266.13,0.0,2266.13,credit_card,faturado,
ORD-20250106-X0753,,2025-01-06,4316,SKU-MOV-00217,Mesa de Jantar Casatema Siena 4 Cadeiras Grafite,Móveis,Casatema,1,1050.76,0.0,1050.76,pix,faturado,SIM
ORD-20250107-00301,T-20250107-00301,2025-01-07,5076,SKU-UTD-00377,Liquidificador Electrolux Pure i9 1000W Inox,Utilidades Domésticas,Electrolux,1,560.17,0.0,560.17,pix,faturado,
ORD-20250128-00249,T-20250128-00249,2025-01-28,2611,SKU-ELE-00812,Forno Elétrico Philco Eco Inverter 50L Inox,Eletrodomésticos,Philco,1,462.22,36.97,499.19,pix,cancelado,
ORD-20250202-00020,T-20250202-00020,2025-02-02,1105,SKU-CLI-00106,Aquecedor Elétrico LG ThinQ 1500W Cinza,Climatização,LG,1,2633.02,0.0,2633.02,credit_card,faturado,
ORD-20250212-00339,T-20250212-00339,2025-02-12,4113,SKU-MOV-00014,Estante Madesa Reims 3 Prateleiras Grafite,Móveis,Madesa,1,746.37,20.24,766.61,pix,faturado,
ORD-20250106-00222,T-20250106-00222,2025-01-06,5491,SKU-ILU-00292,Fita LED Blumenau Slim 3m Branco Quente Prata,Iluminação,Blumenau,1,175.74,84.8,260.54,boleto,faturado,
ORD-20250224-00131,T-20250224-00131,2025-02-24,1732,SKU-CLI-00733,Ventilador de Torre Springer Midea com Controle Remoto Preto,Climatização,Springer,1,2381.35,0.0,2381.35,pix,faturado,
ORD-20250103-00178,T-20250103-00178,2025-01-03,3488,SKU-ESP-00089,Mesa de Ping Pong Gallant Pro MDF 15mm Grafite,Esporte e Lazer,Gallant,3,2388.08,32.99,2421.07,credit_card,faturado,
ORD-20250117-00046,T-20250117-00046,2025-01-17,1738,SKU-CLI-00739,Cortina de Ar Springer Air Plus 120cm,Climatização,Springer,2,2795.66,0.0,2795.66,pix,faturado,
ORD-20250214-00099,T-20250214-00099,2025-02-14,2672,SKU-ELE-00873,Lava e Seca Britânia Mega 10kg/7kg,Eletrodomésticos,Britânia,1,136.72,49.77,186.49,credit_card,faturado,
ORD-20250211-00380,T-20250211-00380,2025-02-11,3692,SKU-ESP-00293,Esteira Elétrica Gallant Extreme até 16km/h Dobrável Cinza 110V,Esporte e Lazer,Gallant,2,1270.64,83.28,1353.92,pix,faturado,
ORD-20250123-00099,T-20250123-00099,2025-01-23,1476,SKU-CLI-00477,Climatizador de Ar Midea Vizi 7L Cinza,Climatização,Midea,1,2699.69,0.0,2699.69,credit_card,faturado,
ORD-20250225-00212,T-20250225-00212,2025-02-25,1393,SKU-CLI-00394,Ar Condicionado Split Samsung EcoBubble 24000 BTUs Frio Inox,Climatização,Samsung,1,4533.13,75.41,4608.54,pix,faturado,
ORD-20250121-00180,T-20250121-00180,2025-01-21,2922,SKU-TVA-00123,Fone de Ouvido Philco PTV com Cancelamento de Ruído,"TV, Áudio e Vídeo",Philco,1,1704.55,0.0,1704.55,debit_card,faturado,
ORD-20250108-00252,T-20250108-00252,2025-01-08,4640,SKU-MOV-00541,Guarda-Roupa Patrimar Master 6 Portas com Espelho Grafite,Móveis,Patrimar,1,2012.04,81.41,2093.45,debit_card,faturado,
ORD-20250204-00121,T-20250204-00121,2025-02-04,2137,SKU-ELE-00338,Lava e Seca Electrolux Pure i9 10kg/7kg Inox,Eletrodomésticos,Electrolux,1,1316.96,9.06,1326.02,debit_card,faturado,
ORD-20250127-00255,T-20250127-00255,2025-01-27,3560,SKU-ESP-00161,Mesa de Ping Pong Gallant Extreme MDF 15mm Branco,Esporte e Lazer,Gallant,1,804.73,0.0,804.73,credit_card,faturado,
ORD-20250115-00112,T-20250115-00112,2025-01-15,3265,SKU-TVA-00466,Fone de Ouvido TCL Semp Bluetooth In-Ear Grafite,"TV, Áudio e Vídeo",TCL,1,1866.5,0.0,1866.5,debit_card,faturado,SIM
ORD-20250222-00057,T-20250222-00057,2025-02-22,1600,SKU-CLI-00601,Climatizador de Ar Philco Eco Inverter 7L Cinza,Climatização,Philco,1,1244.06,0.0,1244.06,credit_card,faturado,
ORD-20250126-00136,T-20250126-00136,2025-01-26,3179,SKU-TVA-00380,Home Theater AOC Smart 5.1 500W Prata,"TV, Áudio e Vídeo",AOC,1,677.83,0.0,677.83,credit_card,faturado,
ORD-20250213-00122,T-20250213-00122,2025-02-13,2566,SKU-ELE-00767,Freezer Vertical Panasonic Inverter 142L,Eletrodomésticos,Panasonic,1,1119.62,0.0,1119.62,credit_card,faturado,
ORD-20250202-X0536,,2025-02-02,3575,SKU-ESP-00176,Mesa de Ping Pong Gallant Elite Oficial 25mm Preto,Esporte e Lazer,Gallant,1,1137.61,0.0,1137.61,boleto,faturado,
ORD-20250106-00136,T-20250106-00136,2025-01-06,2810,SKU-TVA-00011,Fone de Ouvido Philco PH800 Bluetooth In-Ear Preto,"TV, Áudio e Vídeo",Philco,1,1763.03,79.75,1842.78,credit_card,cancelado,
ORD-20250218-00015,T-20250218-00015,2025-02-18,1414,SKU-CLI-00415,Aquecedor Elétrico Midea Xtreme Save 2000W Grafite,Climatização,Midea,1,3044.55,0.0,3044.55,debit_card,faturado,
ORD-20250226-00083,T-20250226-00083,2025-02-26,1083,SKU-CLI-00084,Ar Condicionado Split LG Smart 30000 BTUs Quente/Frio Preto,Climatização,LG,1,1754.12,0.0,1754.12,credit_card,faturado,
ORD-20250208-00053,T-20250208-00053,2025-02-08,2003,SKU-ELE-00204,Micro-ondas Electrolux UltimateCare 32L Prata,Eletrodomésticos,Electrolux,1,2717.74,0.0,2717.74,credit_card,entregue,
ORD-20250127-00146,T-20250127-00146,2025-01-27,1484,SKU-CLI-00485,Ar Condicionado Split Midea All Easy 18000 BTUs Quente/Frio Preto,Climatização,Midea,1,1909.16,0.0,1909.16,credit_card,faturado,
ORD-20250120-X0837,,2025-01-20,1320,SKU-CLI-00321,Cortina de Ar Samsung WindFree 120cm,Climatização,Samsung,1,2487.94,0.0,2487.94,credit_card,faturado,
ORD-20250123-00195,T-20250123-00195,2025-01-23,1093,SKU-CLI-00094,Ar Condicionado Split LG Smart 24000 BTUs Frio Branco,Climatização,LG,1,4628.11,89.88,4717.99,credit_card,faturado,
ORD-20250111-00050,T-20250111-00050,2025-01-11,2563,SKU-ELE-00764,Lava-Louças Panasonic Econavi 10 Serviços Branco,Eletrodomésticos,Panasonic,1,1371.85,64.75,1436.6,credit_card,faturado,
